per capita income,median household income,median family income,population,number of households,state_nums
36917,84570,98259,236668,86337,19
36153,84790,100643,167261,59909,19
32887,57952,68840,51479,20530,19
32887,57952,68840,51479,20530,19
32887,57952,68840,51479,20530,19
36917,84570,98259,236668,86337,19
36917,84570,98259,236668,86337,19
36917,84570,98259,236668,86337,19
25211,58632,66471,32871,11806,19
25211,58632,66471,32871,11806,19
36917,84570,98259,236668,86337,19
32344,73623,84808,873481,303441,19
32344,73623,84808,873481,303441,19
26532,55609,66435,148435,55960,19
36017,85672,95186,107079,37589,19
36017,85672,95186,107079,37589,19
35425,80622,92642,246664,90708,19
31502,56259,72360,20130,7498,19
35425,80622,92642,246664,90708,19
16748,38447,53413,26347,8419,19
16748,38447,53413,26347,8419,19
36017,85672,95186,107079,37589,19
35425,80622,92642,246664,90708,19
24750,41385,50151,621445,241455,19
24750,41385,50151,621445,241455,19
24750,41385,50151,621445,241455,19
24750,41385,50151,621445,241455,19
24750,41385,50151,621445,241455,19
24750,41385,50151,621445,241455,19
24750,41385,50151,621445,241455,19
24750,41385,50151,621445,241455,19
24750,41385,50151,621445,241455,19
38260,95477,107684,89332,30923,19
38260,95477,107684,89332,30923,19
32344,73623,84808,873481,303441,19
32344,73623,84808,873481,303441,19
32344,73623,84808,873481,303441,19
32344,73623,84808,873481,303441,19
32344,73623,84808,873481,303441,19
32344,73623,84808,873481,303441,19
32344,73623,84808,873481,303441,19
36017,85672,95186,107079,37589,19
32344,73623,84808,873481,303441,19
36153,84790,100643,167261,59909,19
38022,61597,74811,37859,16013,19
38022,61597,74811,37859,16013,19
24932,45206,56341,30014,11974,19
38108,87256,97909,48166,17292,19
38260,95477,107684,89332,30923,19
38260,95477,107684,89332,30923,19
36153,84790,100643,167261,59909,19
38108,87256,97909,48166,17292,19
36917,84570,98259,236668,86337,19
49038,98221,117408,989474,360563,19
49038,98221,117408,989474,360563,19
49038,98221,117408,989474,360563,19
49038,98221,117408,989474,360563,19
29518,66689,79128,101435,36394,19
29518,66689,79128,101435,36394,19
49038,98221,117408,989474,360563,19
34374,66486,81116,812261,313912,19
49038,98221,117408,989474,360563,19
49038,98221,117408,989474,360563,19
21211,39293,54022,74394,28433,19
49038,98221,117408,989474,360563,19
21211,39293,54022,74394,28433,19
48172,109865,128657,293821,106142,19
48172,109865,128657,293821,106142,19
48172,109865,128657,293821,106142,19
21211,39293,54022,74394,28433,19
48172,109865,128657,293821,106142,19
48172,109865,128657,293821,106142,19
48172,109865,128657,293821,106142,19
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
44692,84916,108943,677296,257451,20
29259,53663,67785,71408,30534,20
44692,84916,108943,677296,257451,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
29259,53663,67785,71408,30534,20
29294,48450,65216,130545,55301,20
36142,60526,76311,215449,95398,20
29259,53663,67785,71408,30534,20
31537,65223,81519,802688,299663,20
29259,53663,67785,71408,30534,20
29259,53663,67785,71408,30534,20
29259,53663,67785,71408,30534,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
36142,60526,76311,215449,95398,20
29259,53663,67785,71408,30534,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
35220,75092,90431,497386,179617,20
31537,65223,81519,802688,299663,20
35167,67311,84185,750808,286008,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
29294,48450,65216,130545,55301,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
44692,84916,108943,677296,257451,20
29294,48450,65216,130545,55301,20
29294,48450,65216,130545,55301,20
29294,48450,65216,130545,55301,20
29294,48450,65216,130545,55301,20
29294,48450,65216,130545,55301,20
29294,48450,65216,130545,55301,20
31537,65223,81519,802688,299663,20
29294,48450,65216,130545,55301,20
31537,65223,81519,802688,299663,20
29294,48450,65216,130545,55301,20
29294,48450,65216,130545,55301,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
33363,66288,82452,16739,5891,20
31537,65223,81519,802688,299663,20
29294,48450,65216,130545,55301,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
29294,48450,65216,130545,55301,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
29294,48450,65216,130545,55301,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
29294,48450,65216,130545,55301,20
31537,65223,81519,802688,299663,20
31537,65223,81519,802688,299663,20
36142,60526,76311,215449,95398,20
36142,60526,76311,215449,95398,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
35167,67311,84185,750808,286008,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
35167,67311,84185,750808,286008,20
28837,55298,72018,549870,210037,20
35167,67311,84185,750808,286008,20
32835,53540,61449,735701,288240,20
35167,67311,84185,750808,286008,20
35167,67311,84185,750808,286008,20
35167,67311,84185,750808,286008,20
47331,85478,92500,10224,4069,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
47331,85478,92500,10224,4069,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
32835,53540,61449,735701,288240,20
28837,55298,72018,549870,210037,20
35167,67311,84185,750808,286008,20
28837,55298,72018,549870,210037,20
44692,84916,108943,677296,257451,20
36142,60526,76311,215449,95398,20
44692,84916,108943,677296,257451,20
44692,84916,108943,677296,257451,20
36142,60526,76311,215449,95398,20
36142,60526,76311,215449,95398,20
36142,60526,76311,215449,95398,20
44692,84916,108943,677296,257451,20
36142,60526,76311,215449,95398,20
36142,60526,76311,215449,95398,20
36142,60526,76311,215449,95398,20
35220,75092,90431,497386,179617,20
36142,60526,76311,215449,95398,20
44692,84916,108943,677296,257451,20
44692,84916,108943,677296,257451,20
36142,60526,76311,215449,95398,20
36142,60526,76311,215449,95398,20
44692,84916,108943,677296,257451,20
44692,84916,108943,677296,257451,20
44692,84916,108943,677296,257451,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
28837,55298,72018,549870,210037,20
35167,67311,84185,750808,286008,20
44692,84916,108943,677296,257451,20
44692,84916,108943,677296,257451,20
44692,84916,108943,677296,257451,20
44692,84916,108943,677296,257451,20
44692,84916,108943,677296,257451,20
36142,60526,76311,215449,95398,20
35220,75092,90431,497386,179617,20
29294,48450,65216,130545,55301,20
31537,65223,81519,802688,299663,20
29460,61227,81385,159267,58828,20
29460,61227,81385,159267,58828,20
29460,61227,81385,159267,58828,20
29460,61227,81385,159267,58828,20
35167,67311,84185,750808,286008,20
42861,82090,104032,1522533,581120,20
35220,75092,90431,497386,179617,20
42861,82090,104032,1522533,581120,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
29460,61227,81385,159267,58828,20
42861,82090,104032,1522533,581120,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
25817,49094,61474,465144,177990,20
35220,75092,90431,497386,179617,20
29460,61227,81385,159267,58828,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
35220,75092,90431,497386,179617,20
42861,82090,104032,1522533,581120,20
35220,75092,90431,497386,179617,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
35167,67311,84185,750808,286008,20
35167,67311,84185,750808,286008,20
42861,82090,104032,1522533,581120,20
35167,67311,84185,750808,286008,20
35167,67311,84185,750808,286008,20
35167,67311,84185,750808,286008,20
35220,75092,90431,497386,179617,20
42861,82090,104032,1522533,581120,20
29460,61227,81385,159267,58828,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
35167,67311,84185,750808,286008,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
29460,61227,81385,159267,58828,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
35220,75092,90431,497386,179617,20
35220,75092,90431,497386,179617,20
35220,75092,90431,497386,179617,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
25817,49094,61474,465144,177990,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
35167,67311,84185,750808,286008,20
35167,67311,84185,750808,286008,20
35167,67311,84185,750808,286008,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
35167,67311,84185,750808,286008,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
35167,67311,84185,750808,286008,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
42861,82090,104032,1522533,581120,20
22622,38704,47542,11099,5000,21
23412,38410,46010,25985,11477,21
22622,38704,47542,11099,5000,21
20258,40140,48153,17142,7035,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
23023,33334,40691,24281,11617,21
25757,45775,62159,252763,100072,21
36458,65594,84182,1213406,486332,21
23907,52939,60597,88323,32684,21
23907,52939,60597,88323,32684,21
25757,45775,62159,252763,100072,21
22713,46217,53971,69910,27485,21
25757,45775,62159,252763,100072,21
19717,37586,46083,9497,3607,21
25757,45775,62159,252763,100072,21
25757,45775,62159,252763,100072,21
36458,65594,84182,1213406,486332,21
19783,35430,52409,36494,14029,21
25757,45775,62159,252763,100072,21
23907,52939,60597,88323,32684,21
22308,41184,52423,1804507,670987,21
20305,41061,47446,14940,5891,21
22613,46615,57263,160126,60100,21
19336,39470,50330,43007,15536,21
22743,44346,55053,52212,19663,21
22719,37189,45424,10785,4863,21
22719,37189,45424,10785,4863,21
29718,50929,61644,32858,13545,21
29718,50929,61644,32858,13545,21
22719,37189,45424,10785,4863,21
33231,59055,85115,348560,135800,21
20368,37626,45605,25664,10895,21
20767,43039,51319,55172,21211,21
29718,50929,61644,32858,13545,21
33231,59055,85115,348560,135800,21
17701,41189,51705,8787,3234,21
20039,38874,45479,15753,6363,21
21492,40295,50114,14017,5781,21
21492,40295,50114,14017,5781,21
19783,35430,52409,36494,14029,21
20330,34252,46570,16179,7070,21
21499,34685,46502,11723,5289,21
33231,59055,85115,348560,135800,21
33231,59055,85115,348560,135800,21
24013,43633,56324,156290,60414,21
24013,43633,56324,156290,60414,21
22308,41184,52423,1804507,670987,21
19783,35430,52409,36494,14029,21
22613,46615,57263,160126,60100,21
24013,43633,56324,156290,60414,21
21585,34620,44986,6584,3269,21
19661,35261,42632,9598,4128,21
22349,42331,54004,198841,77412,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
25757,45775,62159,252763,100072,21
33231,59055,85115,348560,135800,21
22395,47766,59156,99505,37754,21
22308,41184,52423,1804507,670987,21
36458,65594,84182,1213406,486332,21
20206,47892,54829,63909,22152,21
36458,65594,84182,1213406,486332,21
20206,47892,54829,63909,22152,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
22713,46217,53971,69910,27485,21
22702,41551,49708,24626,10571,21
22331,41739,49566,23917,10787,21
22331,41739,49566,23917,10787,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
22331,41739,49566,23917,10787,21
22380,42089,53072,421575,165669,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
22349,42331,54004,198841,77412,21
22349,42331,54004,198841,77412,21
22349,42331,54004,198841,77412,21
22308,41184,52423,1804507,670987,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
22471,42676,53489,36967,15885,21
19634,34619,42137,21537,8998,21
19783,35430,52409,36494,14029,21
22308,41184,52423,1804507,670987,21
25757,45775,62159,252763,100072,21
22349,42331,54004,198841,77412,21
22308,41184,52423,1804507,670987,21
36458,65594,84182,1213406,486332,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
22308,41184,52423,1804507,670987,21
36458,65594,84182,1213406,486332,21
36458,65594,84182,1213406,486332,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
36458,65594,84182,1213406,486332,21
25757,45775,62159,252763,100072,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
22308,41184,52423,1804507,670987,21
36458,65594,84182,1213406,486332,21
22308,41184,52423,1804507,670987,21
24754,45321,62971,281531,108823,21
22788,39652,46601,13234,6253,21
25889,51667,63176,609544,229373,21
25889,51667,63176,609544,229373,21
25889,51667,63176,609544,229373,21
22047,36236,45265,25662,11172,21
25889,51667,63176,609544,229373,21
25889,51667,63176,609544,229373,21
22047,36236,45265,25662,11172,21
22047,36236,45265,25662,11172,21
25889,51667,63176,609544,229373,21
25889,51667,63176,609544,229373,21
20589,41637,54513,38760,14605,21
25371,56453,67166,267017,94666,21
25371,56453,67166,267017,94666,21
25889,51667,63176,609544,229373,21
24802,39038,50250,2181,1014,21
24754,45321,62971,281531,108823,21
24312,47584,56823,24127,9818,21
26947,45949,56236,26030,10667,21
25371,56453,67166,267017,94666,21
25371,56453,67166,267017,94666,21
22978,42110,52857,135534,53428,21
28449,60466,72958,75802,28534,21
20570,44051,52116,61111,22326,21
26947,45949,56236,26030,10667,21
22978,42110,52857,135534,53428,21
22978,42110,52857,135534,53428,21
20623,42571,50181,48280,18156,21
24831,47366,54971,17474,7682,21
24831,47366,54971,17474,7682,21
24831,47366,54971,17474,7682,21
25889,51667,63176,609544,229373,21
26947,45949,56236,26030,10667,21
33231,59055,85115,348560,135800,21
25889,51667,63176,609544,229373,21
18057,33239,40517,8590,3781,21
25889,51667,63176,609544,229373,21
25889,51667,63176,609544,229373,21
24754,45321,62971,281531,108823,21
22978,42110,52857,135534,53428,21
24754,45321,62971,281531,108823,21
24754,45321,62971,281531,108823,21
24140,52061,59509,111742,41794,21
20621,40979,50092,171153,65008,21
31462,55018,66570,21682,9103,21
18148,32668,40297,30823,13215,21
18099,37788,45839,23404,8987,21
18148,32668,40297,30823,13215,21
27660,51766,63616,88182,34655,21
20621,40979,50092,171153,65008,21
27660,51766,63616,88182,34655,21
23789,45622,61103,67358,26436,21
24754,45321,62971,281531,108823,21
31462,55018,66570,21682,9103,21
31462,55018,66570,21682,9103,21
31462,55018,66570,21682,9103,21
25889,51667,63176,609544,229373,21
24370,45362,53125,23504,9731,21
24370,45362,53125,23504,9731,21
24370,45362,53125,23504,9731,21
24370,45362,53125,23504,9731,21
24357,48066,58697,161865,64379,21
24357,48066,58697,161865,64379,21
19061,36372,51563,70400,24817,21
19061,36372,51563,70400,24817,21
22978,42110,52857,135534,53428,21
22978,42110,52857,135534,53428,21
25889,51667,63176,609544,229373,21
18099,37788,45839,23404,8987,21
31462,55018,66570,21682,9103,21
31462,55018,66570,21682,9103,21
27660,51766,63616,88182,34655,21
25371,56453,67166,267017,94666,21
