County,State,per capita income,median household income,median family income,population,number of households,x,y,Has Market,state_nums
"IN, Grant",Indiana,20516,39747,49685,69671,26981,-85.495522,40.474228,1.0,13
"IN, Marion",Indiana,24124,42334,52417,912242,360072,-86.267044,39.800865,1.0,13
"IN, St. Joseph",Indiana,23509,44582,56861,266694,101947,-86.234215,41.665848,1.0,13
"IN, Allen",Indiana,25279,49370,60867,358324,138212,-85.136169,41.079151,1.0,13
"IN, Marion",Indiana,24124,42334,52417,912242,360072,-86.11524200000002,39.665337,1.0,13
"IN, Morgan",Indiana,25781,55354,63148,69217,25621,-86.428696,39.423393,1.0,13
"IN, Floyd",Indiana,27185,53961,66670,75120,29087,-85.820953,38.28495,1.0,13
"IN, Floyd",Indiana,27185,53961,66670,75120,29087,-85.906998,38.319057,1.0,13
"IN, Jay",Indiana,19236,40235,47376,21333,8179,0.0,0.0,0.0,13
"IN, Warrick",Indiana,29927,62351,72764,60163,22454,-87.275513,38.050018,1.0,13
"IN, LaPorte",Indiana,22852,47538,58674,111310,42690,-86.89698800000002,41.707848,1.0,13
"IN, LaPorte",Indiana,22852,47538,58674,111310,42690,-86.784897,41.6903,1.0,13
"IN, Clinton",Indiana,21554,48953,57960,33086,11745,-86.511368,40.280689,1.0,13
"IN, Pulaski",Indiana,21641,44764,53822,13253,5058,0.0,0.0,0.0,13
"IN, Randolph",Indiana,21592,40904,47682,25975,10429,-84.977051,40.1721,1.0,13
"IN, Bartholomew",Indiana,27359,54165,64614,77930,30041,-85.908676,39.20113,1.0,13
"IN, Bartholomew",Indiana,27359,54165,64614,77930,30041,-85.922516,39.20348,1.0,13
"IN, Bartholomew",Indiana,27359,54165,64614,77930,30041,-85.900276,39.223469,1.0,13
"IN, Clark",Indiana,24312,50496,60754,111221,42502,-85.737892,38.272747,1.0,13
"IN, Brown",Indiana,25833,51568,59221,15128,5889,-86.24588,39.201458,1.0,13
"IN, Bartholomew",Indiana,27359,54165,64614,77930,30041,-85.95311,39.292351,1.0,13
"IN, Cass",Indiana,21700,41940,50753,38802,14827,-86.365326,40.75262100000001,1.0,13
"IN, Vanderburgh",Indiana,24378,43540,58352,180233,73963,-87.50395999999998,37.963619,1.0,13
"IN, LaPorte",Indiana,22852,47538,58674,111310,42690,-86.72039000000002,41.611744,1.0,13
"IN, Carroll",Indiana,24531,50542,60427,20109,7995,0.0,0.0,0.0,13
"IN, Dearborn",Indiana,27058,56946,70251,49975,18556,-85.06008100000003,39.018337,1.0,13
"IN, Dearborn",Indiana,27058,56946,70251,49975,18556,-84.857361,39.095734,1.0,13
"IN, Montgomery",Indiana,22679,46797,53218,38215,14590,-86.901779,40.040588,1.0,13
"IN, Kosciusko",Indiana,24881,50859,60725,77527,29705,-85.750298,41.424835,1.0,13
"IN, Kosciusko",Indiana,24881,50859,60725,77527,29705,-85.837898,41.232201,1.0,13
"IN, Jasper",Indiana,24297,57500,67259,33398,11924,-87.151398,40.759998,1.0,13
"IN, Morgan",Indiana,25781,55354,63148,69217,25621,-86.37960799999998,39.612804,1.0,13
"IN, Starke",Indiana,19773,40126,46205,23267,8964,-86.620659,41.282619,1.0,13
"IN, Jasper",Indiana,24297,57500,67259,33398,11924,-87.15010799999997,40.935638,1.0,13
"IN, Whitley",Indiana,24613,51914,61149,33274,13094,0.0,0.0,0.0,13
"IN, Martin",Indiana,22817,44740,55776,10269,4146,0.0,0.0,0.0,13
"IN, Tippecanoe",Indiana,23691,44246,63086,175628,66667,-86.91583299999998,40.461468,1.0,13
"IN, Tippecanoe",Indiana,23691,44246,63086,175628,66667,-86.913597,40.4445,1.0,13
"IN, Tippecanoe",Indiana,23691,44246,63086,175628,66667,-86.914314,40.425781,1.0,13
"IN, Tippecanoe",Indiana,23691,44246,63086,175628,66667,-86.891914,40.418575,1.0,13
"IN, DeKalb",Indiana,22827,47247,56561,42253,16032,0.0,0.0,0.0,13
"IN, Warren",Indiana,27390,52317,61784,8464,3283,0.0,0.0,0.0,13
"IN, Warrick",Indiana,29927,62351,72764,60163,22454,-87.40531899999998,37.944042,1.0,13
"IN, Noble",Indiana,21889,47117,57363,47509,17722,-85.377052,41.492657,1.0,13
"IN, Huntington",Indiana,22601,46148,57067,37044,14138,-85.373322,40.961979,1.0,13
"IN, Vanderburgh",Indiana,24378,43540,58352,180233,73963,-87.568352,37.972885,1.0,13
"IN, Hendricks",Indiana,29830,68297,79943,148623,52946,-86.400574,39.702812,1.0,13
"IN, Hendricks",Indiana,29830,68297,79943,148623,52946,-86.48628199999997,39.868015,1.0,13
"IN, Hendricks",Indiana,29830,68297,79943,148623,52946,-86.52507,39.760632,1.0,13
"IN, Hendricks",Indiana,29830,68297,79943,148623,52946,-86.396446,39.844273,1.0,13
"IN, LaGrange",Indiana,19356,47617,51922,37463,11833,-85.272438,41.533798,1.0,13
"IN, Vermillion",Indiana,22875,42524,50674,16098,6466,0.0,0.0,0.0,13
"IN, Brown",Indiana,25833,51568,59221,15128,5889,-86.25009200000002,39.266785,1.0,13
"IN, Vanderburgh",Indiana,24378,43540,58352,180233,73963,-87.58644100000002,37.993546,1.0,13
"IN, Shelby",Indiana,24459,51440,60234,44511,17171,-85.77713,39.524445,1.0,13
"IN, Huntington",Indiana,22601,46148,57067,37044,14138,-85.488167,40.829235,1.0,13
"IN, Vanderburgh",Indiana,24378,43540,58352,180233,73963,-87.594788,37.980389,1.0,13
"IN, Hendricks",Indiana,29830,68297,79943,148623,52946,-86.38262900000002,39.765278,1.0,13
"IA, Decatur",Iowa,18845,36326,46275,8308,3106,-93.933205,40.623531,1.0,14
"IA, Scott",Iowa,28948,52735,70480,167080,67049,-90.571152,41.562862,1.0,14
"IA, Benton",Iowa,26624,56669,69676,25971,10079,-92.274948,41.896305,1.0,14
"IA, Muscatine",Iowa,25038,51425,60616,42798,16410,-91.261948,41.569958,1.0,14
"IA, Scott",Iowa,28948,52735,70480,167080,67049,-90.501984,41.52515800000001,1.0,14
"IA, Palo Alto",Iowa,25055,44663,60550,9352,3948,0.0,0.0,0.0,14
"IA, Ringgold",Iowa,23324,44551,53353,5107,2074,0.0,0.0,0.0,14
"IA, Sac",Iowa,26350,48093,61942,10227,4435,0.0,0.0,0.0,14
"IA, Shelby",Iowa,26387,48783,62273,12088,5083,-95.338554,41.645618,1.0,14
"IA, Crawford",Iowa,22748,46548,57067,17205,6300,0.0,0.0,0.0,14
"IA, Polk",Iowa,30442,59018,73043,438307,173164,-93.649704,41.596603,1.0,14
"IA, Muscatine",Iowa,25038,51425,60616,42798,16410,-91.067924,41.435871,1.0,14
"IA, Henry",Iowa,22687,46376,58504,20188,7493,-91.54731,40.956333,1.0,14
"IA, Humboldt",Iowa,26746,47897,62143,9776,4222,-94.216835,42.721066,1.0,14
"IA, Winneshiek",Iowa,25062,53122,66694,21038,8042,-91.788765,43.3046,1.0,14
"IA, Wapello",Iowa,22699,41425,51694,35469,14534,-92.425858,41.017422,1.0,14
"IA, Franklin",Iowa,26102,48355,54625,10623,4358,-93.209702,42.742893,1.0,14
"IA, Osceola",Iowa,24653,48659,63939,6335,2676,0.0,0.0,0.0,14
"IA, Marshall",Iowa,24117,51555,60501,40800,15350,-93.164574,42.016468,1.0,14
"IA, Jones",Iowa,26762,55041,64955,20637,8063,-91.184998,42.236301,1.0,14
"IA, Muscatine",Iowa,25038,51425,60616,42798,16410,-91.043205,41.424473,1.0,14
"IA, Decatur",Iowa,18845,36326,46275,8308,3106,-93.746796,40.740433,1.0,14
"IA, Polk",Iowa,30442,59018,73043,438307,173164,-93.620438,41.58532,1.0,14
"IA, Buena Vista",Iowa,22899,46951,58937,20350,7615,0.0,0.0,0.0,14
"IA, Cherokee",Iowa,26330,48977,61634,12013,5354,0.0,0.0,0.0,14
"IA, Lee",Iowa,22649,42469,55274,35736,14241,-91.415901,40.534,1.0,14
"IA, Lee",Iowa,22649,42469,55274,35736,14241,-91.38176,40.393559,1.0,14
"IA, Benton",Iowa,26624,56669,69676,25971,10079,-91.870697,42.092899,1.0,14
"IA, Dallas",Iowa,35844,73847,90092,69526,26262,-93.88559,41.61195,1.0,14
"IA, Poweshiek",Iowa,25318,50349,66827,18804,7488,0.0,0.0,0.0,14
"IA, Dubuque",Iowa,26254,51475,66046,94411,37366,-90.66803,42.504955,1.0,14
"IA, Tama",Iowa,25311,51670,60657,17661,6794,0.0,0.0,0.0,14
"IA, Lee",Iowa,22649,42469,55274,35736,14241,-91.313454,40.632389,1.0,14
"IA, Delaware County",Iowa,26261,54076,68096,17665,7129,0.0,0.0,0.0,14
"IA, Benton",Iowa,26624,56669,69676,25971,10079,-91.882965,42.226383,1.0,14
"IA, Calhoun",Iowa,25766,44484,55234,9952,4356,-94.535309,42.517124,1.0,14
"IA, Dubuque",Iowa,26254,51475,66046,94411,37366,-90.666626,42.50398300000001,1.0,14
"IA, Polk",Iowa,30442,59018,73043,438307,173164,-93.67318,41.620056,1.0,14
"IA, Scott",Iowa,28948,52735,70480,167080,67049,-90.580322,41.520004,1.0,14
"IA, Fayette",Iowa,23391,45542,60296,20822,8328,0.0,0.0,0.0,14
"IA, Marshall",Iowa,24117,51555,60501,40800,15350,-92.912125,42.049007,1.0,14
"IA, Mills",Iowa,27101,63076,75167,14983,5375,0.0,0.0,0.0,14
"IA, Benton",Iowa,26624,56669,69676,25971,10079,-92.021599,42.16490200000001,1.0,14
"IA, Hardin",Iowa,25153,49342,64360,17453,7061,-93.100769,42.360626,1.0,14
"IA, Taylor",Iowa,23793,43804,51701,6256,2764,0.0,0.0,0.0,14
"IA, Calhoun",Iowa,25766,44484,55234,9952,4356,-94.539505,42.527103,1.0,14
"IA, Woodbury",Iowa,23269,45856,57202,102155,38654,-96.408447,42.490551,1.0,14
"IA, Iowa County",Iowa,28068,58008,73465,16323,6745,0.0,0.0,0.0,14
"IA, Floyd",Iowa,24590,43826,56004,16177,7007,-92.677948,43.069126,1.0,14
"IA, Hamilton",Iowa,24510,43589,58135,15486,6395,-93.816544,42.468929,1.0,14
"IA, Clayton",Iowa,25074,47494,57348,17990,7707,-91.095444,42.78243300000001,1.0,14
"IA, Butler",Iowa,25269,52026,63153,14909,6189,0.0,0.0,0.0,14
"IA, Davis",Iowa,22210,45040,51772,8755,3115,-92.414246,40.751572,1.0,14
"IA, Pottawattamie",Iowa,25847,51304,63669,92962,36460,0.0,0.0,0.0,14
"IA, Page",Iowa,23496,43010,57784,15838,6415,0.0,0.0,0.0,14
"IA, Monroe",Iowa,24508,45997,56887,8010,3361,0.0,0.0,0.0,14
"IA, Cerro Gordo",Iowa,27291,44795,61804,43932,19967,-93.199249,43.152592,1.0,14
"IA, Cedar",Iowa,26567,58088,66176,18452,7665,0.0,0.0,0.0,14
"IA, Sioux",Iowa,24324,57227,67067,34050,11623,-96.05941,43.007408,1.0,14
"IA, Sioux",Iowa,24324,57227,67067,34050,11623,-96.487999,43.000801,1.0,14
"IA, Mahaska",Iowa,23788,47967,59173,22428,9073,0.0,0.0,0.0,14
"IA, Hancock",Iowa,25814,50105,60921,11243,4648,-93.793274,42.937744,1.0,14
"IA, Wayne",Iowa,22127,40024,52447,6382,2589,0.0,0.0,0.0,14
"IA, Dickinson",Iowa,31790,56136,64798,16818,7981,-95.11409,43.425556,1.0,14
"IA, Ida",Iowa,25869,43449,58470,7099,3182,-95.470871,42.345173,1.0,14
"IA, Guthrie",Iowa,28030,50609,62036,10843,4641,-94.365608,41.69186,1.0,14
"IA, Jackson",Iowa,24493,46467,56474,19737,8479,-90.649155,42.068058,1.0,14
"IA, Montgomery",Iowa,22868,44281,53586,10625,4553,-95.228043,41.00964000000001,1.0,14
"IA, Wright",Iowa,25827,45205,59070,13092,5367,-93.732689,42.73207100000001,1.0,14
"IA, O'Brien",Iowa,28086,48185,63912,14249,6098,0.0,0.0,0.0,14
"IA, Appanoose",Iowa,21599,39208,51142,12808,5534,0.0,0.0,0.0,14
"IA, Mitchell",Iowa,24518,51078,66895,10739,4389,-92.556061,43.363827,1.0,14
"IA, Clarke",Iowa,23472,43216,59972,9311,3672,0.0,0.0,0.0,14
"IA, Des Moines",Iowa,24408,42451,53237,40301,16993,0.0,0.0,0.0,14
"IA, Lyon",Iowa,23683,52152,62459,11659,4425,0.0,0.0,0.0,14
"IA, Chickasaw",Iowa,24139,43971,55735,12379,5364,0.0,0.0,0.0,14
"IA, Hardin",Iowa,25153,49342,64360,17453,7061,-93.264267,42.521385,1.0,14
"IA, Polk",Iowa,30442,59018,73043,438307,173164,-93.708885,41.572495,1.0,14
"IA, Polk",Iowa,30442,59018,73043,438307,173164,-93.697029,41.673538,1.0,14
"IA, Monona",Iowa,24557,42025,57292,9208,3981,0.0,0.0,0.0,14
"IA, Winnebago",Iowa,24547,45603,61599,10732,4591,0.0,0.0,0.0,14
"IA, Bremer",Iowa,28727,61216,75486,24387,9258,0.0,0.0,0.0,14
"IA, Adams",Iowa,23707,45871,56552,3973,1745,-94.734619,40.990543,1.0,14
"IA, Lucas",Iowa,21126,43288,55547,8840,3734,-93.306839,41.020576,1.0,14
"IA, Washington County",Iowa,26459,54554,66967,21834,8948,0.0,0.0,0.0,14
"IA, Emmet",Iowa,27908,48601,63310,10141,4119,-94.827698,43.402008,1.0,14
"IA, Story",Iowa,25986,50516,76860,90750,35196,-93.310661,42.02277,1.0,14
"IA, Clinton",Iowa,25966,49559,63452,48896,20008,0.0,0.0,0.0,14
"IA, Boone",Iowa,27149,51826,67769,26310,10574,-93.879684,42.062725,1.0,14
"IA, Polk",Iowa,30442,59018,73043,438307,173164,-93.660454,41.599697,1.0,14
"IA, Polk",Iowa,30442,59018,73043,438307,173164,-93.713661,41.771137,1.0,14
"IA, Clay",Iowa,29060,49035,64651,16604,7148,-95.145767,43.137512,1.0,14
"IA, Polk",Iowa,30442,59018,73043,438307,173164,-93.608109,41.729881,1.0,14
"IA, Polk",Iowa,30442,59018,73043,438307,173164,-93.708961,41.570412,1.0,14
"IA, Plymouth",Iowa,27942,58888,73086,24923,9867,0.0,0.0,0.0,14
"IA, Keokuk",Iowa,22243,42167,54323,10428,4354,0.0,0.0,0.0,14
"IA, Story",Iowa,25986,50516,76860,90750,35196,-93.614944,42.025223,1.0,14
"IA, Dubuque",Iowa,26254,51475,66046,94411,37366,-91.112793,42.480141,1.0,14
"IA, Harrison",Iowa,26184,54583,67468,14729,5996,-95.848183,41.583893,1.0,14
"IA, Louisa",Iowa,24272,50583,57545,11348,4381,-91.36042,41.278984,1.0,14
"IA, Greene",Iowa,26205,45865,57150,9255,3969,-94.374092,42.01577,1.0,14
"IA, Buchanan",Iowa,27038,55553,69097,20954,8187,-91.894974,42.468704,1.0,14
"IA, Linn",Iowa,29943,57260,75761,213425,86052,-91.662651,41.972836,1.0,14
"IA, Linn",Iowa,29943,57260,75761,213425,86052,-91.523163,42.201355,1.0,14
"IA, Linn",Iowa,29943,57260,75761,213425,86052,-91.585022,41.87162,1.0,14
"IA, Linn",Iowa,29943,57260,75761,213425,86052,-91.580742,42.044376,1.0,14
"IA, Linn",Iowa,29943,57260,75761,213425,86052,-91.415802,41.921604,1.0,14
"IA, Linn",Iowa,29943,57260,75761,213425,86052,-91.656845,42.027649,1.0,14
"IA, Allamakee",Iowa,24926,48831,56269,14242,5862,-91.47522,43.276279,1.0,14
"IA, Linn",Iowa,29943,57260,75761,213425,86052,-91.442833,42.060749,1.0,14
"IA, Jasper",Iowa,24905,50513,63418,36710,14826,-93.236137,41.598312,1.0,14
"IA, Carroll",Iowa,25430,48361,64495,20732,8626,0.0,0.0,0.0,14
"IA, Black Hawk",Iowa,24273,45747,61495,131468,52276,-92.403816,42.505333,1.0,14
"IA, Pocahontas",Iowa,25556,44073,56607,7243,3227,-94.667702,42.737,1.0,14
"IA, Madison",Iowa,27685,57581,68812,15606,6092,-94.013603,41.33522,1.0,14
"IA, Adair",Iowa,25564,47892,60232,7588,3295,0.0,0.0,0.0,14
"IA, Worth",Iowa,26187,50476,60159,7562,3197,0.0,0.0,0.0,14
"IA, Union",Iowa,23007,44838,55380,12547,5339,0.0,0.0,0.0,14
"IA, Black Hawk",Iowa,24273,45747,61495,131468,52276,-92.290199,42.477566,1.0,14
"IA, Black Hawk",Iowa,24273,45747,61495,131468,52276,-92.456085,42.517616,1.0,14
"IA, Black Hawk",Iowa,24273,45747,61495,131468,52276,-92.448158,42.53595,1.0,14
"IA, Howard",Iowa,24286,46429,55582,9560,3884,-92.090927,43.215717,1.0,14
"IA, Howard",Iowa,24286,46429,55582,9560,3884,-92.282837,43.447861,1.0,14
"IA, Audubon",Iowa,30919,48313,61845,6002,2684,0.0,0.0,0.0,14
"IA, Howard",Iowa,24286,46429,55582,9560,3884,-92.118782,43.371655,1.0,14
"IA, Johnson",Iowa,29592,53424,79964,134034,54005,-91.529297,41.659824,1.0,14
"IA, Johnson",Iowa,29592,53424,79964,134034,54005,-91.496117,41.645084,1.0,14
"IA, Grundy",Iowa,31164,56827,70837,12416,5073,0.0,0.0,0.0,14
"IA, Jefferson",Iowa,27593,48814,60989,16800,6919,-91.96312,41.010185,1.0,14
"IA, Van Buren",Iowa,21368,43181,54591,7517,3023,-91.744064,40.639912,1.0,14
"IA, Jasper",Iowa,24905,50513,63418,36710,14826,-93.056396,41.703201,1.0,14
"IA, Johnson",Iowa,29592,53424,79964,134034,54005,-91.584152,41.678726,1.0,14
"IA, Pocahontas",Iowa,25556,44073,56607,7243,3227,-94.52774,42.814541,1.0,14
"IA, Fremont",Iowa,26930,50520,61389,7291,2965,0.0,0.0,0.0,14
"IA, Cass",Iowa,25448,43481,52403,13793,6081,-94.996498,41.404301,1.0,14
"IA, Marion",Iowa,25477,54723,69241,33318,12691,-93.24176,41.223255,1.0,14
"IA, Kossuth",Iowa,29127,51812,64283,15437,6728,0.0,0.0,0.0,14
"IA, Marion",Iowa,25477,54723,69241,33318,12691,-93.097038,41.318333,1.0,14
"IA, Cass",Iowa,25448,43481,52403,13793,6081,-95.141403,41.234798,1.0,14
"IA, Cass",Iowa,25448,43481,52403,13793,6081,-95.013901,41.404686,1.0,14
"IA, Marion",Iowa,25477,54723,69241,33318,12691,-92.918793,41.404495,1.0,14
"IA, Webster",Iowa,24203,41624,57137,37626,15458,-94.186897,42.505203,1.0,14
"IA, Warren",Iowa,29088,62535,74558,46631,17378,-93.679802,41.478699,1.0,14
"IA, Warren",Iowa,29088,62535,74558,46631,17378,-93.486076,41.49498,1.0,14
"KS, Cloud",Kansas,20467,38534,45688,9419,4022,0.0,0.0,0.0,15
"KS, Johnson",Kansas,38827,74717,92512,552947,216304,-94.925774,38.813,1.0,15
"KS, Butler",Kansas,27329,56454,70484,65786,24270,0.0,0.0,0.0,15
"KS, Leavenworth",Kansas,27017,63435,77727,77002,26358,-94.917786,39.316574,1.0,15
"KS, Hamilton",Kansas,24510,43357,51953,2645,1076,-101.74686,37.983028,1.0,15
"KS, Johnson",Kansas,38827,74717,92512,552947,216304,-94.803917,38.965267,1.0,15
"KS, Ness",Kansas,30223,48800,61940,3095,1340,0.0,0.0,0.0,15
"KS, Johnson",Kansas,38827,74717,92512,552947,216304,-94.651207,39.021946,1.0,15
"KS, Barton",Kansas,25800,44981,56250,27602,11491,-98.763962,38.36459,1.0,15
"KS, Sedgwick",Kansas,25603,49865,63042,500768,192651,-97.280891,37.686211,1.0,15
"KS, Geary",Kansas,21408,46908,51712,35583,12532,-96.850471,39.014263,1.0,15
"KS, Clay",Kansas,24503,45233,57236,8500,3407,0.0,0.0,0.0,15
"KS, Wyandotte",Kansas,18957,39402,47025,158348,57291,-94.620728,39.132675,1.0,15
"KS, Johnson",Kansas,38827,74717,92512,552947,216304,-94.694801,39.024399,1.0,15
"KS, Sedgwick",Kansas,25603,49865,63042,500768,192651,-97.266151,37.548332,1.0,15
"KS, Norton",Kansas,22942,46029,63182,5640,2248,0.0,0.0,0.0,15
"KS, Ellis",Kansas,24291,43085,63712,28746,11824,0.0,0.0,0.0,15
"KS, Coffey",Kansas,27627,51793,66026,8516,3501,-95.738777,38.19521,1.0,15
"KS, Chase",Kansas,21775,36815,56346,2763,1149,0.0,0.0,0.0,15
"KS, Woodson",Kansas,21774,33839,47159,3278,1517,0.0,0.0,0.0,15
"KS, Wabaunsee",Kansas,24199,54694,65417,7050,2693,0.0,0.0,0.0,15
"KS, Harper",Kansas,22820,38313,48333,5951,2595,-98.038002,37.1521,1.0,15
"KS, Edwards",Kansas,24714,46551,55114,2998,1269,-99.419853,37.918533,1.0,15
"KS, Osborne",Kansas,26313,37925,49073,3846,1727,0.0,0.0,0.0,15
"KS, Decatur",Kansas,27154,39333,44243,2933,1482,-100.52883,39.820469,1.0,15
"KS, Morton",Kansas,22378,46607,51250,3182,1186,0.0,0.0,0.0,15
"KS, Lane",Kansas,31694,53021,64886,1616,808,0.0,0.0,0.0,15
"KS, Stanton",Kansas,21712,46382,50948,2210,775,0.0,0.0,0.0,15
"KS, Rice",Kansas,23068,45336,57196,10055,3914,0.0,0.0,0.0,15
"KS, Riley",Kansas,22948,43962,63634,73243,25895,0.0,0.0,0.0,15
"KS, Miami",Kansas,28412,58936,73528,32682,12334,-94.878487,38.572025,1.0,15
"KS, Sedgwick",Kansas,25603,49865,63042,500768,192651,-97.327545,37.687958,1.0,15
"KS, Brown",Kansas,21046,39968,52456,9969,4104,-95.526428,39.86063,1.0,15
"KS, Comanche",Kansas,21041,39375,55431,1905,791,0.0,0.0,0.0,15
"KS, Jefferson",Kansas,26280,56875,67439,18971,7421,-95.392326,39.081429,1.0,15
"KS, Finney",Kansas,21629,47945,56111,36920,12515,-100.85321,37.97725300000001,1.0,15
"KS, Labette",Kansas,22394,40916,49907,21369,8703,-95.259514,37.339554,1.0,15
"KS, McPherson",Kansas,27462,54167,68039,29297,11540,-97.664459,38.37133,1.0,15
"KS, Wyandotte",Kansas,18957,39402,47025,158348,57291,-94.654839,39.108116,1.0,15
"KS, McPherson",Kansas,27462,54167,68039,29297,11540,-97.524818,38.203766,1.0,15
"KS, Ottawa",Kansas,26614,58396,66085,6078,2408,0.0,0.0,0.0,15
"KS, Haskell",Kansas,25114,52415,60125,4219,1411,0.0,0.0,0.0,15
"KS, Phillips",Kansas,23772,43059,55102,5573,2388,0.0,0.0,0.0,15
"KS, Cowley",Kansas,21519,41878,53091,36232,13867,-96.998001,37.247154,1.0,15
"KS, Atchison",Kansas,21909,45212,56271,16839,6216,-95.119881,39.560738,1.0,15
"KS, Marshall",Kansas,25262,44032,60625,10057,4345,-96.6492,39.841599,1.0,15
"KS, Reno",Kansas,23382,43798,54770,64319,25693,-97.941147,38.033047,1.0,15
"KS, Reno",Kansas,23382,43798,54770,64319,25693,-97.933899,38.054501,1.0,15
"KS, Graham",Kansas,28146,47500,59000,2604,1192,0.0,0.0,0.0,15
"KS, Wallace",Kansas,25429,47454,59038,1568,611,0.0,0.0,0.0,15
"KS, Reno",Kansas,23382,43798,54770,64319,25693,-98.178848,37.896667,1.0,15
"KS, Seward",Kansas,19015,50185,52529,23146,7429,-100.92113,37.052505,1.0,15
"KS, Seward",Kansas,19015,50185,52529,23146,7429,-100.922,37.038799,1.0,15
"KS, Lyon",Kansas,19789,38981,51106,33624,13170,-96.181236,38.406769,1.0,15
"KS, Harvey",Kansas,23775,50287,65591,34722,13287,0.0,0.0,0.0,15
"KS, Franklin",Kansas,22979,49543,58750,25870,9909,0.0,0.0,0.0,15
"KS, Sumner",Kansas,22972,47894,61676,23884,9110,0.0,0.0,0.0,15
"KS, Sedgwick",Kansas,25603,49865,63042,500768,192651,-97.78157,37.62912,1.0,15
"KS, Rooks",Kansas,23768,42449,53029,5189,2349,0.0,0.0,0.0,15
"KS, Sedgwick",Kansas,25603,49865,63042,500768,192651,-97.346626,37.68166,1.0,15
"KS, Sedgwick",Kansas,25603,49865,63042,500768,192651,-97.156593,37.723202,1.0,15
"KS, Wyandotte",Kansas,18957,39402,47025,158348,57291,-94.624306,39.112251,1.0,15
"KS, Johnson",Kansas,38827,74717,92512,552947,216304,-94.670036,38.98473,1.0,15
"KS, Johnson",Kansas,38827,74717,92512,552947,216304,-94.715202,39.02339600000001,1.0,15
"KS, Allen",Kansas,20552,40554,50344,13318,5505,-95.400665,37.927425,1.0,15
"KS, Allen",Kansas,20552,40554,50344,13318,5505,-95.400665,37.927425,1.0,15
"KS, Anderson",Kansas,22139,41713,54962,8021,3308,0.0,0.0,0.0,15
"KS, Bourbon",Kansas,19340,39591,50231,15004,5636,-94.704948,37.842396,1.0,15
"KS, Wyandotte",Kansas,18957,39402,47025,158348,57291,-94.750481,39.121281,1.0,15
"KS, McPherson",Kansas,27462,54167,68039,29297,11540,-97.673904,38.373707,1.0,15
"KS, Wyandotte",Kansas,18957,39402,47025,158348,57291,-94.88353,39.055672,1.0,15
"KS, Sedgwick",Kansas,25603,49865,63042,500768,192651,-97.242455,37.72270200000001,1.0,15
"KS, Johnson",Kansas,38827,74717,92512,552947,216304,-94.82534,38.746101,1.0,15
"KS, Hodgeman",Kansas,30440,52375,67000,1946,821,0.0,0.0,0.0,15
"KS, Sherman",Kansas,21476,38634,46154,6063,2727,-101.71341,39.345707,1.0,15
"KS, Sedgwick",Kansas,25603,49865,63042,500768,192651,-97.425575,37.722687,1.0,15
"KS, Sedgwick",Kansas,25603,49865,63042,500768,192651,-97.351112,37.564095,1.0,15
"KS, Clark",Kansas,25385,41129,52083,2188,932,0.0,0.0,0.0,15
